sofifa_id,short_name,long_name,player_positions,nationality
209835,F. Kassai,Fernander Kassai,CB,Central African Republic
209843,M. Scholz,Markus Scholz,GK,Germany
209958,D. Bomheuer,Dustin Bomheuer,CB,Germany
210264,T. Vollnhofer,Thomas Vollnhofer,GK,Austria
210786,S. Al Sawadi,Sultan Ali Al Sawadi,"LM, CAM",Saudi Arabia
210805,A. Al Mutairi,Abdullah Saud Al Mutairi,"LM, CAM, RM",Saudi Arabia
211608,M. Rigione,Michele Rigione,CB,Italy
211824,I. Jovanovic,Igor Jovanovic,CB,Croatia
211973,M. Holz,Marco Holz,"CM, CAM, RM",Germany
212175,P. Farman,Paul Farman,GK,England
212718,D. Powers,Dillon Thomas Powers,CM,United States
212750,E. Hurtado,Erik Hurtado,ST,United States
213110,P. Sane,Pape Sane,ST,Senegal
213349,G. Puel,Gregoire Puel,RB,France
213569,A. Taylor-Sinclair,Aaron Taylor-Sinclair,"LB, CB",Scotland
214743,J. Romo,Jorge Israel Romo Salinas,"CM, RM, CDM",Chile
215233,E. Goni,Ernesto Goni Ameijenda,"LB, CB",Uruguay
216052,F. Coniglio,Fernando Coniglio,ST,Argentina
216444,M. Gouaida,Mohamed Gouaida,"LM, CAM, RM",Tunisia
218848,J. Sanguinetti,Javier Andres Sanguinetti,"CAM, LM, RM",Argentina
219550,O. Palmer,Ollie Palmer,ST,England
220422,M. Hamzi,Mansour Hamzi,"LM, RM",Saudi Arabia
220540,D. Bejarano,Danny Brayhan Bejarano Yanez,"RM, CM",Bolivia
220573,M. Jakobowski,Michal Jakobowski,LM,Poland
220979,T. Karlsson,Tobias Karlsson,CB,Sweden
221106,B. Gladwin,Ben Gladwin,"CM, CAM",England
221369,K. Al Kaabi,Khalid Hussain Al Kabi,"RM, ST, LM",Saudi Arabia
221443,S. Mensiro,Samuel Mensiro,"RWB, CDM",Ghana
221477,Song Seung Min,songseungmin Song Cheng Min ,"ST, RW, CAM",Korea Republic
221819,Song Boxuan,Song Bo Xuan ,LM,China PR
222574,T. Nishi,Xi  Yi ,CM,Japan
223381,M. Demetriou,Mickey Demetriou,CB,England
223780,A. Prokic,Andreja Prokic,"LM, ST",Serbia
225705,J. Atoche,Josimar Jair Atoche Bances,CDM,Peru
226197,Feng Jin,Feng Jing ,"RM, RW",China PR
226651,Kim Min Hyeok,gimminhyeog Jin Min He ,CM,Korea Republic
227446,K. van Veen,Kevin van Veen,ST,Netherlands
227581,Choi Oh Back,Oh Back Choi,RM,Korea Republic
227767,J. Solberg,Joackim Olsen Solberg,"LB, LM",Norway
229625,S. Rapp,Simone Rapp,ST,Switzerland
230023,F. Luna,Fernando David Luna,"CAM, LM, RM",Argentina
230171,Carlos Travisso,Carlos Adilson Travisso Rocha,GK,Brazil
230391,Perceval Acunha,Perceval Maicon Acunha Inacio,"CB, CDM",Brazil
230505,Fachendinho,Tiago Vanderlei Fagundes Fachini,"ST, RM",Brazil
230532,A. Al Zain,Ahmed Al Zain,"LM, RM",Saudi Arabia
231120,K. Al Barakah,Khaled Al Barakah,"LB, CB",Saudi Arabia
231993,Chi Wenyi,Chi Wen Yi ,GK,China PR
232014,M. Salazar,Michael Dwane Salazar Jr.,"RM, RW, CM",Belize
232174,O. Hawkins,Oliver Hawkins,"ST, CB",England
232338,Han Hee Hoon,hanhyihun Han Xian Xi ,"CB, CDM",Korea Republic
232448,K. Seki,Guan Xian  Tai Lang ,GK,Japan
232451,H. Watanabe,Du Bian  Yang Wen ,CB,Japan
232602,Kim Jungya,gimjeongya Jin Zhen Ya ,CB,Korea Republic
232604,K. Iwashita,Yan Xia  Jing Fu ,CB,Japan
232718,Y. Takahashi,Gao Qiao  Yi Xi ,"CM, CDM",Japan
232731,R. Hayasaka,Zao Ban  Liang Tai ,"RM, ST",Japan
232776,Y. Kobayashi,Xiao Lin  You San ,RB,Japan
232907,H. Otani,Da Gu  Xiu He ,"CDM, CM",Japan
232977,R. Shinzato,Xin Li  Liang ,CB,Japan
233173,H. Shimoda,Xia Tian  Bei Dou ,"CM, CDM",Japan
233196,Li Hang,Li Xing ,"CM, CDM",China PR
233467,D. Vega,Deyver Antonio Vega Alvarez,RM,Costa Rica
233879,D. Florea,Daniel Constantin Florea,ST,Romania
233973,Sandro Couteiro,Sandro Nelson Couteiro Guedes,GK,Brazil
234000,Sander Asevedo,Sander Luan Asevedo Cirino,GK,Brazil
234024,Mairdel Sampaio,Mairdel Kaique Sampaio Muttinho,CAM,Brazil
234619,Y. Mamilonne,Yannick Mamilonne,ST,France
235472,Diego Ferraresso,Diego Gustavo Ferraresso Scheda,"LB, RB",Bulgaria
235702,L. Del Pinto,Lorenzo Del Pinto,"CM, CDM",Italy
236143,Adrian Rocheira,Adrian Welliton Rocheira Sa,CDM,Brazil
236193,Dillson Teixeiro,Dillson Robson Teixeiro Loto,ST,Brazil
237426,H. Nakabayashi,Zhong Lin  Yang Ci ,GK,Japan
237542,G. Paez,Gustavo Andres Paez Martinez,"ST, RW, CF",Venezuela
237779,T. Yamashita,Shan Xia  Da Ye ,"CB, RB",Japan
237830,G. Matei,Gabriel Eugen Matei,RB,Romania
238106,Wang Wei,Wang Wei ,"LM, LB, RM",China PR
238210,B. Bye,Bendik Bye,"RW, RM",Norway
238594,A. Dej,Andre Dej,"CM, CDM",Poland
238598,P. Schikowski,Patrick Schikowski,LW,Poland
239119,L. Leahy,Luke Leahy,"LWB, LB",England
239134,N. Fofana,Nama Fofana,"RB, RWB",France
239648,M. Nardi,Michele Nardi,GK,Italy
240106,E. Garcia,Epifanio Ariel Garcia Duarte,ST,Paraguay
240258,O. Sangante,Opa Sangante,"CM, CB, CDM",Senegal
241311,Ke Zhao,Ke Zhao ,"LWB, LM",China PR
241605,F. Grahl,Francisco Guillermo Grahl,"CM, CDM, LM",Argentina
242219,R. Iio,Fan Wei  Long Tai Lang ,RM,Japan
242513,F. Purece,Florin Flavius Purece,CAM,Romania
243855,L. Mntambo,Onassis Linda Mntambo,"CAM, CM, LW",South Africa
244409,F. Faist,Florian Faist,GK,Austria
244736,S. Beusnard,Steeve Beusnard,"RM, CAM",France
245248,S. Abraham,Sargon Abraham,"CAM, ST, RM",Sweden
245979,A. Tsvetkov,Aleksandar Tsvetkov,"CDM, CM, CB",Bulgaria
246056,E. Vega,Edison Fernando Vega Obando,CDM,Ecuador
246595,K. Isa,Yi Zuo  Geng Ping ,"ST, CF",Japan
246596,K. Kotegawa,Xiao Shou Chuan  Hong Ji ,"CAM, CF, ST",Japan
246725,T. Kodama,Er Yu  Gang ,GK,Japan
247904,I. Balaur,Ionut Balaur,CB,Romania
247970,R. Romeo,Roberto Romeo,RB,Italy
248024,V. Rimniceanu,Victor Teodor Rimniceanu,GK,Romania
248074,M. Mihalache,Marius Ovidiu Mihalache,"CB, CDM",Romania
250796,A. Chicaiza,Luis Andres Chicaiza Morales,"CAM, ST, RW",Ecuador
250901,M. Ugurlu,Mehmet Erdem Ugurlu,"LB, LWB",Turkey
251051,C. Cherchez,Cristian Georgian Cherchez,"CAM, ST",Romania
251086,F. Achim,Florin Vasile Achim,"RB, RM",Romania
251240,M. Balda,Faberth Manuel Balda Rodriguez,"CM, CDM",Ecuador
251303,J. Passaglia,Juan Pablo Passaglia,"CAM, CDM",Argentina
251500,P. Koronkiewicz,Patrick Koronkiewicz,"RB, RM",Germany
251787,M. Kocic,Milan Kocic,LB,Slovenia
252979,G. Del Castillo,Galileo Antonio Del Castillo Carrasquel,CB,Venezuela
252985,J. Manriquez,Jose Manuel Manriquez Hernandez,"RB, CB",Venezuela
253049,L. Rodriguez,Luz Lorenzo Rodriguez Hernandez,ST,Mexico
253356,D. Armas,Diego Andres Armas Benavides,CAM,Ecuador
253610,Gabriel Marques,Gabriel Marques de Andrade Pinto,CDM,Brazil
253778,H. Perez,Hector Enrique Perez Ramirez,"CAM, ST",Venezuela
253789,R. Villanueva,Rosmel Gabriel Villanueva Parra,CB,Venezuela
253899,J. Torres,Jose Francisco Torres Mendoza,"RM, CAM",Venezuela
254038,J. Cazares,Jose Luis Cazares Quinonez,"CDM, RB",Ecuador
254167,M. Barrera,Marcos Israel Barrera Tabilo,CB,Argentina
254205,M. Suarez,Miguel Gerardo Suarez Savino,"LM, ST",Bolivia
254233,H. Matamoros,Holger Eduardo Matamoros Chunga,"CAM, RM, LM",Ecuador
254234,D. Arroyo,Dixon Jair Arroyo Espinoza,CDM,Ecuador
254371,E. Ferreira,Edgar Ramon Ferreira Gallas,CDM,Paraguay
254383,C. Arabe,Cristhian Alexseis Arabe Pedraza,"CM, RM",Bolivia
254443,M. Enoumba,Marc-Francois Enoumba,"CM, CB",Cameroon
254611,A. Perea,Anderson Perea Murillo,"LM, RM, ST",Colombia
254711,E. Zaracho,Edgar Catalino Zaracho Zorrilla,CM,Paraguay
254712,P. Gavilan,Pablo Martin Gavilan Fernandez,GK,Paraguay
254718,V. Davalos,Victor Hugo Davalos Aguirre,RB,Paraguay
255187,J. Gutierrez,Juan Diego Gutierrez de las Casas,CAM,Peru
255302,G. Firpo,Guillermo Pablo Firpo Marrone,CDM,Uruguay
255313,R. van der Venne,Richard van der Venne,"CAM, CM",Netherlands
255344,J. Gonzalez,Carlos Jairsinho Gonzales Avalos,ST,Peru
255451,J. Franco,Juan Jose Franco Arrellaga,RB,Paraguay
256373,B. Karagaren,Birsent Karagaren,"RM, LM",Bulgaria
256764,C. Bag,Caner Huseyin Bag,"LM, LW",Turkey
257058,M. Muller,Mario Muller,LB,Germany
257429,M. Villarreal,Matias Villarreal,CDM,Argentina
257551,F. Hadid,Fahad Hadid,RM,United Arab Emirates
257575,Pedro Capo,Pedro Luis Capo Payeras,"CAM, CM",Spain
257797,C. Rus,Ciprian Rus,ST,Romania
257814,M. Tomozei,Marius Ionut Tomozei,RB,Romania
258025,A. Aganovic,Adnan Aganovic,"CAM, CM",Croatia
258869,T. Smola,Tomas Smola,ST,Czech Republic
257075,P. Nebel,Paul Nebel,"RW, LW, CAM",Germany
245152,S. Gimenez,Santiago Tomas Gimenez,ST,Mexico
247497,A. Bella-Kotchap,Armel Bella-Kotchap,CB,Germany
256307,L. Oyen,Luca Oyen,"CAM, LW",Belgium
257318,K. Ruiz-Atil,Kays Ruiz-Atil,"CM, CAM, LW",Morocco
258485,F. Jorgensen,Filip Jorgensen,GK,Sweden
258948,Fortuno,Angel Fortuno Vinas,GK,Spain
258954,R. Ortiz,Rolando Valentin Ortiz Correa,CB,Paraguay
242856,E. Alvarez,Efrain Alvarez,"RM, CAM",Mexico
245865,S. Bajic,Stefan Bajic,GK,France
248484,N. Collins,Nathan Michael Collins,CB,Republic of Ireland
248572,Pedro Brazao,Brazao Teixeira Pedro David,"RW, CAM",Portugal
248674,L. Munteanu,Louis Munteanu,ST,Romania
253974,S. Robertson,Scott Robertson,"CDM, CM, CAM",Scotland
257566,Pablo Moreno,Pablo Moreno Taboada,"ST, RM",Spain
258125,A. Baldi,Agustin Baldi,CDM,Argentina
258775,L. Sucic,Luka Sucic,"CM, CAM",Croatia
242364,A. Traore,Aliou Traore,"LM, CM",France
246258,L. Beltran,Lucas Beltran,ST,Argentina
246289,C. Huerta,Cesar Saul Huerta Valera,"ST, LM, LW",Mexico
248385,R. Piccoli,Roberto Piccoli,ST,Italy
250822,B. Fadiga,Bandiougou Fadiga,"CDM, CM",France
251464,I. Van der Brempt,Ignace Van der Brempt,"RB, RM",Belgium
252905,L. Kasten,Lino Bjorn Kasten,GK,Germany
253473,S. Ricci,Samuele Ricci,"CM, CDM",Italy
256564,T. Lemperle,Tim Lemperle,"RM, RW, LM",Germany
256732,Famana Quizera,Famana Quizera,CAM,Portugal
257308,S. Tijani,Samson Okikiola Tijani,"CDM, CB",Nigeria
257320,A. Moueffek,Aimen Moueffek,CM,France
258454,Ibra Perez,Ibraima Jose Barry Perez,CM,Spain
258923,Arribas,Sergio Arribas Calvo,"CAM, RM, LM",Spain
244634,S. Sohm,Simon Sohm,"CDM, CM, CB",Switzerland
245341,C. Bassett,Cole Bassett,"CM, CAM",United States
245900,L. Binks,Luis Binks,CB,England
247090,E. Fernandez,Enzo Jeremias Fernandez,CM,Argentina
255115,J. Rivas,Jesus Andres Rivas Gutierrez,RB,Mexico
255691,L. Andrada,Luca Javier Andrada,CM,Argentina
256261,M. Thiaw,Malick Thiaw,"CB, CDM",Finland
258826,D. Rensch,Devyne Rensch,"CB, LB",Netherlands
237139,T. Oakley-Boothe,Tashan Oakley-Boothe,"CM, CAM, CDM",England
237575,J. Pourtau,Jeronimo Pourtau,GK,Argentina
237933,B. Fleming,Brandon Fleming,LB,England
240334,Z. Medley,Zechariah Medley,"CB, LB",England
241842,B. Johnson,Benjamin Johnson,"RB, LB",England
242628,G. Bello,George Bello,"LB, LWB, LM",United States
244717,A. Gallo,Antonino Gallo,"LB, LM, CM",Italy
244771,K. Moreno,Kevin Joacid Moreno Sinisterra,CB,Colombia
246112,N. Djouahra,Nais Djouahra,LW,France
246760,Alex,Alejandro Pachon Parraga,ST,Spain
247876,R. Quirynen,Robbe Quirynen,"LB, RB",Belgium
248687,B. Cabango,Benjamin Cabango,CB,Wales
252571,L. Smith,Lewis Smith,RM,Scotland
253162,H. Nicolussi Caviglia,Hans Nicolussi Caviglia,"CM, CAM",Italy
254470,L. Thomas,Luke Thomas,LB,England
257051,O. Schonfelder,Oscar Schonfelder,"LM, LB",Germany
257784,E. Lira,Erik Lira,CM,Mexico
258494,Larrubia,David Larrubia Romano,CAM,Spain
238273,J. Markovic,Jovan Markovic,ST,Romania
241027,B. Galvan,Braian Alejandro Galvan,"LM, ST",Argentina
241650,J. Lahne,Jack Daniel Kalichi Lahne,"ST, LW",Sweden
243390,I. Poveda,Ian Carlo Poveda-Ocampo,"RM, LM, CAM",England
243932,D. Philipp,David Lennart Philipp,"RW, CAM",Germany
246137,K. Ramsay,Kayne Ramsay,RB,England
247582,F. Amaya,Frankie Amaya,"CM, CAM",United States
250786,B. Jackson,Ben Jackson,"LB, RB",England
251431,M. Malone,Maurice Malone,"ST, LW",Germany
252454,H. Ortega,Oscar Haret Ortega Gatica,CB,Mexico
255079,Y. Obata,Xiao Tian  Yu Ma ,GK,Japan
255432,K. Salvatierra,Kevin Francisco Salvatierra Flores,CM,Bolivia
236325,J. Vokins,Jake Vokins,"LB, LWB",England
239666,T. Musel,Torben Musel,ST,Germany
240468,L. Guzman,Brian Lautaro Guzman,LM,Argentina
240563,D. Emmanouilidis,Dimitrios Emmanouilidis,"RM, LM",Greece
240606,J. Sparkes,Jack Sparkes,LWB,England
240756,P. Sussek,Patrick Sussek,"LM, RM",Germany
241388,D. Smarsch,Dennis Smarsch,GK,Germany
241422,K. Hansen,Kornelius Normann Hansen,"RW, LW",Norway
241436,C. Bassey,Calvin Bassey Ughelumba,"LB, CB",England
241809,T. Al Ammar,Turki Al Ammar,"CM, CAM, CDM",Saudi Arabia
242223,A. Al Hamdan,Abdullah Al Hamdan,ST,Saudi Arabia
242769,S. Vines,Samuel Marqus Lloyd Vines,LB,United States
243527,F. Caligara,Fabrizio Caligara,"CM, RM, LM",Italy
243604,Juan Cruz,Juan Cruz Diaz Esposito,"LM, CAM, RM",Spain
244417,J. Krahl,Julian Krahl,GK,Germany
244724,E. Frederiksen,Emil Frederiksen,"CAM, CM",Denmark
245055,A. Moreno,Anibal Ismael Moreno,CM,Argentina
245564,Vinicius,Caio Vinicius Pirana,GK,Brazil
245741,J. Lindstrom,Jesper Graenge Lindstrom,"CAM, ST, LW",Denmark
246070,Ivan Jaime,Ivan Jaime Pajuelo,"CM, CAM",Spain
248052,R. Fernandez,Roberto Carlos Fernandez Toro,LB,Bolivia
250754,N. Shinton,Nick Shinton,GK,Belgium
250997,Jose Gragera,Jose Gragera Amado,CM,Spain
251151,S. Kavrazli,Salih Kavrazli,"ST, CF",Turkey
251974,H. Mbock,Hiang'a Mananga Mbock,CM,France
252169,T. Lutonda,Thierry Lutonda,LB,Belgium
252858,E. Tagseth,Edvard Sandvik Tagseth,CM,Norway
252922,Tofol Montiel,Cristobal Montiel Rodriguez,CAM,Spain
253118,D. Velimirovic,Dalibor Velimirovic,"CDM, CB",Austria
253463,B. Balci,Bunyamin Balci,"RB, CDM",Turkey
253472,E. Kahl,Eric Kahl,"LB, LM",Sweden
253898,J. Ramirez,Jeizon Jesus Ramirez Chacon,RM,Venezuela
254964,M. Palomino,Marcelo Palomino,"CAM, CM",United States
255352,F. Lo Celso,Francesco Lo Celso,CAM,Argentina
255441,M. Sissako,Moussa Sissako,CB,Mali
257706,S. Martinez,Sebastian Martinez Vidrio,"CAM, CF",Mexico
257998,Victor Mendez,Victor Mendez Exposito,GK,Spain
233728,M. Doucoure,Mamadou Doucoure,"CB, CDM",France
235288,S. Schreck,Sam Francis Schreck,CAM,Germany
236706,P. Almqvist,Pontus Almqvist,"RW, ST",Sweden
238157,M. Roerslev,Mads Roerslev Rasmussen,"RB, RWB",Denmark
238526,K. Tani,Gu  Huang Sheng ,GK,Japan
239360,P. Struijk,Pascal Struijk,"CB, CDM",Netherlands
240175,Bruno Jordao,Bruno Andre Cavaco Jordao,CM,Portugal
242800,G. Tanner,George Tanner,"RB, RWB, LB",England
243514,J. Meier,Jonathan Meier,LB,Germany
243637,R. Hutchinson,Reece Hutchinson,LB,England
244515,C. Antwi,Clinton Antwi,LB,Ghana
244529,A. Zekaj,Arton Zekaj,CDM,Kosovo
244858,N. Hahn,Niels Hahn,"CDM, CM",Austria
244881,N. Tiknizyan,Nayair Tiknizyan,"LM, LB",Russia
246127,P. Will,Paul Will,"CDM, LB",Germany
247764,K. John,Kyle Alex John,"RB, RM",England
248205,K. Maradishvili,Konstantin Maradishvili,"CDM, CM",Russia
251229,K. Yeboah,Kelvin Kwarteng Yeboah,"ST, RW, LW",Ghana
252573,A. Terzic,Aleksa Terzic,LB,Serbia
255106,L. Bade,Loic Bade,CB,France
255144,R. Orihuela,Renzo Miguel Orihuela Barcos,"RB, CB",Uruguay
255256,F. Paredes,Franco Ezequiel Paredes,"CB, RB",Argentina
256086,O. Mora,Oslimg Roberto Mora Pasache,RW,Peru
256852,R. Del Campo,Ruben Del Campo,ST,Switzerland
256900,A. Mahmoud,Abdallahi Mohamed Mahmoud,"CM, CDM, CB",Mauritania
258396,C. Ozkacar,Cenk Ozkacar,CB,Turkey
258812,T. Siersleben,Tim Siersleben,"CB, LB",Germany
258895,C. Herrmann,Charles-Jesaja Herrmann,ST,Germany
230068,D. Duhaney,Demeaco Duhaney,"RB, LB",England
231446,M. McGuane,Marcus McGuane,"CM, CDM",England
233383,P. Kalambayi,Paul Kalambayi,CB,England
234726,J. Rodriguez,Jose Luis Rodriguez Francis,"LM, RM",Panama
235224,Alex Zalaya,Pedro Alejandro Zalaya Galardon,CB,Spain
236319,T. O'Connor,Thomas O'Connor,"LB, CM",Republic of Ireland
236885,B. Vazquez,Brandon Vazquez Toledo,ST,United States
237382,F. Melegoni,Filippo Melegoni,CM,Italy
240248,R. Hutton,Remeao Hutton,"RB, RWB",England
240786,A. Koiki,Ali Koiki,LB,England
241036,G. Marsh,George Marsh,"CDM, RB",England
241392,E. Daci,Erdon Daci,"LM, ST",North Macedonia
241507,J. Tucker,Jack Tucker,CB,England
242980,M. Shabani,Meritan Shabani,"CAM, ST, RW",Germany
243710,G. Innocent,Garissone Innocent,GK,France
243920,S. Kyei,Scott Kyei,"ST, RW, LW",France
244891,M. Zyro,Mateusz Zyro,CB,Poland
245041,Zhu Chenjie,Zhu Chen Jie ,CB,China PR
245440,M. Aruga,Jorge Martin Aruga Torales,LB,Argentina
245635,Dani Sandoval,Daniel Sandoval Fernandez,"LM, RM",Spain
245758,Itaitinga,Cleilton Monteiro da Costa,"LM, ST",Brazil
246858,N. Mickelson,Nicholas Mickelson,"LB, RB",Norway
247140,J. Benson,Josh Benson,"CDM, CM",England
247187,Junior Brumado,Jose Francisco dos Santos Junior,ST,Brazil
251493,A. Ali Mohamed,Abdallah Ali Mohamed,RB,Comoros
251572,C. Boli,Charles Boli,"LM, RM",France
251679,R. Balbuena,Ramiro Balbuena,CAM,Argentina
251912,Z. Ould Khaled,Zinedine Ould Khaled,"CDM, CM",France
251956,A. Ngouyamsa,Ahmad Toure Ngouyamsa Nounchil,"LB, RB",Cameroon
252593,P. Vroegh,Patrick Vroegh,"CM, CDM",Netherlands
252936,A. Flips,Alexis Laurent Patrice Roge Flips,"RM, LM",France
253117,Juan Fernandez,Juan Fernandez Santiago,"LM, LW",Spain
253372,N. Markelo,Nathangelo Alexandro Markelo,"RB, CDM",Netherlands
254793,R. Smit,Rein Smit,ST,Netherlands
255258,Oscar Clemente,Oscar Clemente Mues,"CAM, CM, LM",Spain
257361,Iago Lopez,Iago Lopez Carracedo,RB,Spain
258486,E. Kaya,Erdogan Kaya,CB,Turkey
226561,J. McMillan,Jack McMillan,"LB, LWB, RB",Scotland
227951,J. McCart,Jamie McCart,CB,Scotland
231663,J. Barrett,Josh Barrett,LM,Republic of Ireland
233375,D. Leahy,Darragh John Leahy,LB,Republic of Ireland
233740,D. Nussbaumer,Daniel Nussbaumer,"ST, RM, LM",Austria
233835,P. Szysz,Patryk Szysz,ST,Poland
235823,G. Jaroch,Gracjan Jaroch,ST,Poland
236388,J. Garrick,Jordon Garrick,RM,Jamaica
236675,K. Jakob,Killian Jakob,"LB, LM",Germany
236710,T. Nydam,Tristan Nydam,CM,England
236906,C. Villanueva,Carlos Alberto Villanueva Fuentes,CAM,Chile
237341,S. Stubbs,Sam Stubbs,CB,England
237386,K. Dewsbury-Hall,Kiernan Dewsbury-Hall,"CM, CDM",England
238491,A. Oteh,Aramide Oteh,ST,England
239099,R. Schallenberg,Ron Schallenberg,CM,Germany
240605,A. Collins,Archie Collins,"CM, CDM",England
240675,N. Ngcobo,Nkosingiphile Ngcobo,"LW, LM, CAM",South Africa
240807,O. Shaw,Oli Shaw,ST,Scotland
241428,H. Knibbs,Harvey Knibbs,ST,England
242346,D. Becker,Diego Eugenio Becker,"LM, RM",Argentina
243036,Jaime Sierra,Jaime Sierra Mateos,"CM, CAM",Spain
243132,R. Droehnle,Ruben Droehnle,"CB, LB",France
243172,L. Tupta,Lubomir Tupta,ST,Slovakia
243312,Pablo Martinez,Pablo Martinez Andres,"CM, CAM",Spain
243620,A. Hellborg,Adam Hellborg,"CDM, CM",Sweden
243785,T. Russell,Tate Russell,RB,Australia
243963,K. Magennis,Kyle Magennis,"CM, RM, LM",Scotland
244448,J. Sanchez Purata,Juan Jose Sanchez Purata,CB,Mexico
245212,R. Uldrikis,Roberts Uldrikis,ST,Latvia
245419,Joan Monterde,Joan Monterde Raygal,"CAM, RM",Spain
246415,N. Fadiga,Noah Fadiga,RB,Belgium
247268,S. Higashi,Dong  Jun Xi ,CF,Japan
251009,Miguel Angel,Miguel Angel Gomez Lopez,ST,Spain
251230,J. Golles,Julian Peter Golles,"RWB, RB",Austria
251360,M. Spychala,Mateusz Spychala,RB,Poland
252599,S. Sanna,Sam Sanna,"CDM, CM",France
252825,A. Fiordaliso,Alessandro Fiordaliso,"RB, LB",Italy
252876,K. Lleshi,Kleandro Lleshi,"CDM, CB, CM",Albania
254173,R. Mina,Richard Alexander Mina Caicedo,"CB, RB",Ecuador
255452,C. Riveros,Cristhian David Riveros Silvero,GK,Paraguay
255485,D. Sandy,Juan Daniel Sandy Lazcano,GK,Bolivia
255516,G. Mbenza,Guy Carel Mbenza Mbenza Kamboleke,ST,Congo
256050,M. Correa,Elcio Martin Correa Rodriguez,GK,Uruguay
256218,I. May,Iba May,CDM,Germany
256292,J. Schoppner,Jan Schoppner,CM,Germany
256398,P. Bizoza,Parfait Bizoza,"CDM, CM",Burundi
257118,I. Kebbal,Ilan Kebbal,"CAM, RW",France
257121,T. Ndicka Matam,Theo Ndicka Matam,LB,France
257307,N. Batzner,Nick Batzner,"CAM, CM",Germany
257332,M. Rittmuller,Marvin Lee Rittmuller,RB,Germany
257498,D. N'Landu,Darly N'Landu,"LW, RW",France
257564,Jesus Carrillo,Jesus Manuel Carrillo Martinez,"CAM, LM, RM",Spain
257904,O. Jaiteh,Omar Jaiteh,CB,Gambia
258652,Ruben Pulido,Ruben Pulido Penas,CB,Spain
222853,Hou Yongyong,Yongyong Hou,"RM, CM",China PR
228667,E. Segberg,Erlend Segberg,"CDM, CM",Norway
231320,Jose Amo,Jose Maria Amo Torres,CB,Spain
232110,T. Glover,Thomas Glover,GK,Australia
232203,A. Donkor,Anton-Leander Donkor,"LM, RM, ST",Germany
233045,I. Ugbo,Ike Ugbo,ST,England
233435,M. Maranda,Manuel Maranda,CB,Austria
235064,C. MacDonald,Calum MacDonald,"LB, LWB",Scotland
235195,T. Krapikas,Titas Krapikas,GK,Lithuania
235520,Rafa Mujica,Rafael Sebastian Mujica Garcia,"ST, RM, LM",Spain
236783,K. Lunding,Kasper Lunding Jakobsen,RW,Denmark
237470,D. Casey,Dan Casey,CB,Republic of Ireland
237694,L. Sherif,Lamine Kaba Sherif,"CDM, CM",Guinea
237698,C. Gribbin,Callum Gribbin,CAM,England
238085,H. Ciftci,Hikmet Ciftci,"CM, CDM",Turkey
238286,A. Jallow,Alexander Jallow,RB,Sweden
238843,T. Lebeau,Tom Lebeau,"CAM, CDM",France
239502,W. Bianda,William Ludovic Brandon Bianda,CB,France
239597,D. Jubitana,Denzel Jubitana,"CM, CAM, CDM",Belgium
240086,M. Lema,Michael John Lema,"LM, RM",Austria
240653,A. Manneh,Alasana Manneh,CDM,Gambia
240856,B. Bayazit,Bilal Bayazit,GK,Netherlands
240874,R. Ferreira,Rodi David Ferreira,RB,Paraguay
241118,L. Coccolo,Luca Coccolo,LB,Italy
241128,J. Mejias,Josua Antonio Mejias Garcia,CB,Venezuela
242527,S. Ambrosius,Stephan Kofi Ambrosius,CB,Germany
242611,K. Kristinsson,Kristofer Ingi Kristinsson,ST,Iceland
242634,I. Twum,Isaac Twum,"CM, CDM",Ghana
243981,A. Xhemajli,Arbenit Xhemajli,CB,Kosovo
244010,Josemi Castaneda,Jose Miguel Castaneda Macho,"CM, CDM",Spain
244034,D. Kopacz,David Kopacz,"CAM, RM",Poland
244647,Echu,Jesus Rodriguez Ortuno,"LW, CAM",Spain
245076,L. Racic,Luka Racic,CB,Denmark
245562,R. Dominguez,Roberto Carlos Dominguez Fuentes,CB,El Salvador
246940,P. Tawiah,Philimon Tawiah,LB,Ghana
247089,Julio Alonso,Julio Alonso Sosa,"LB, RB",Spain
251289,T. Keller,Thomas Leon Keller,"CB, CDM",Germany
251352,J. Shaffelburg,Jacob Shaffelburg,"LM, LW",Canada
251891,Lucas Soares,Lucas Soares de Almeida,RB,Brazil
252559,V. Egri,Volkan Egri,"LM, RM",Turkey
252598,Sergio Lozano,Sergio Lozano Lluch,"CM, CDM",Spain
253295,J. Trasante,Joaquin Gabriel Trasante Hernandez,CM,Uruguay
253553,M. Velasquez,Moises Aldair Velasquez Gamboa,RW,Peru
253821,P. Alvarez,Pedro Luis Alvarez Benavides,CDM,Venezuela
253954,M. Amissi,Mohamed Amissi,LM,Burundi
254346,L. Ortiz,Luis Alejandro Ortiz Franco,"CAM, LM",Paraguay
254659,M. Zerkane,Mehdi Zerkane,CF,France
255211,S. Velkov,Stefan Ivov Velkov,CB,Bulgaria
255308,R. Bacchia,Renzo Damian Bacchia Rodriguez,GK,Uruguay
255362,A. Goransch,Adrian Horst Gilberto Goransch Garcia,LB,Mexico
255524,Danny Henriques,Danny Agostinho Henriques,CB,Portugal
255536,N. Geyrhofer,Niklas Geyrhofer,CB,Austria
255703,L. Le Roux,Luke Le Roux,"CDM, CM",South Africa
255835,L. Larsen,Lars Olden Larsen,"RM, CM",Norway
257159,Luis Santos,Luis Miguel Castelo Santos,"RM, LM",Portugal
